60, 1254, 922, 1276, 3462, 2186, 56782, 2692, 1217, 913, 1203, 318, 969
61, 2959, 111, 858, 1089, 1291, 76093, 1258, 7502, 1250, 373, 1617, 1077
62, 5952, 1254, 2064, 899, 2571, 4993, 969, 50, 1945, 908, 905, 7153
63, 7502, 926, 296, 1945, 1210, 2329, 1203, 923, 858, 3030, 73017, 1196
64, 1221, 1254, 858, 1945, 923, 969, 2959, 3462, 1203, 6787, 908, 1193
65, 2858, 1252, 318, 86882, 1247, 903, 50, 3730, 2019, 194, 913, 1254
66, 1276, 969, 318, 2959, 922, 3730, 904, 1172, 1217, 6350, 3462, 501
67, 1939, 858, 111, 1276, 912, 2692, 1221, 969, 3088, 905, 1228, 2318
68, 2064, 2542, 745, 1254, 6016, 905, 1203, 307, 1221, 858, 969, 58559
69, 307, 1254, 969, 1945, 1203, 2467, 2692, 858, 912, 1276, 1221, 306
70, 1287, 50, 296, 527, 318, 1197, 2318, 7153, 58559, 260, 858, 913
71, 745, 969, 2064, 1228, 858, 1276, 527, 318, 50, 1203, 5995, 899
72, 913, 2064, 1217, 926, 905, 1203, 2019, 1212, 1228, 3462, 1136, 111
73, 926, 1147, 905, 912, 3683, 1207, 913, 1219, 54881, 3037, 5114, 1230
74, 1221, 1203, 926, 2064, 858, 969, 3462, 2324, 905, 4235, 1276, 50
75, 7502, 6377, 2804, 2359, 926, 912, 593, 1178, 28, 48516, 2563, 475
76, 905, 926, 306, 31658, 1254, 898, 6787, 68157, 1203, 260, 899, 307
77, 1201, 969, 1252, 6016, 1221, 1203, 1283, 2467, 3134, 1411, 7502, 1292
78, 913, 745, 920, 926, 1945, 6773, 34405, 76093, 116797, 475, 969, 1227
79, 318, 2467, 969, 1217, 745, 1228, 1212, 475, 1276, 922, 904, 1197
80, 260, 912, 2959, 3088, 111, 1198, 527, 1217, 899, 905, 994, 534
81, 1221, 2019, 50, 913, 1247, 1732, 1228, 745, 778, 1193, 3035, 912
82, 858, 527, 969, 608, 1221, 3462, 6016, 905, 1254, 1207, 260, 88125
83, 858, 31658, 1939, 1252, 318, 912, 1217, 3435, 1089, 922, 1225, 1172
84, 926, 3462, 1945, 2300, 2542, 86882, 475, 1250, 2467, 1256, 111, 1136
85, 2064, 2571, 79132, 1196, 1945, 1291, 58559, 2973, 1203, 1209, 3363, 3362
86, 905, 1217, 50, 55269, 969, 111, 1254, 858, 55820, 4226, 1204, 1299
87, 858, 1196, 527, 1089, 905, 318, 745, 926, 2542, 48516, 1136, 1198
88, 1172, 969, 1060, 858, 1213, 1276, 306, 1254, 899, 922, 720, 912
89, 1172, 527, 1197, 7361, 858, 1089, 1136, 1196, 1198, 1213, 2064, 2467
90, 296, 969, 318, 1252, 858, 50, 2318, 1196, 6016, 926, 1193, 1203
91, 50, 858, 1221, 912, 1203, 2858, 48780, 31658, 1945, 7502, 48516, 3683
92, 858, 593, 1221, 1193, 2571, 1252, 905, 3462, 2858, 7502, 1228, 4226
93, 969, 1221, 926, 905, 7502, 318, 1254, 1945, 750, 296, 2064, 3462
94, 3683, 7502, 1228, 1945, 1217, 1148, 1254, 969, 745, 3252, 903, 2467
95, 7153, 899, 50, 318, 926, 5952, 898, 3462, 1207, 969, 908, 5995
96, 1196, 296, 858, 1221, 260, 1136, 1945, 1228, 6787, 1172, 1198, 4993
97, 3462, 1148, 4011, 1217, 969, 1968, 3359, 1206, 928, 3671, 1411, 7669
98, 1287, 50, 527, 318, 7153, 858, 2064, 1221, 1204, 2571, 5952, 2329
99, 6016, 319, 475, 293, 2762, 3462, 2467, 922, 1225, 116797, 919, 88125
100, 318, 1945, 1254, 3462, 858, 50, 926, 912, 1221, 1060, 1217, 899
101, 858, 1221, 745, 1254, 1217, 7502, 2064, 1252, 5971, 6016, 1948, 912
102, 5995, 3000, 6016, 2324, 1199, 1060, 4235, 96079, 61240, 5618, 26729, 3629
103, 858, 904, 1252, 7361, 296, 2289, 1221, 913, 926, 1196, 2019, 1945
104, 1221, 858, 1203, 953, 6016, 534, 908, 2318, 1252, 1292, 246, 1254
105, 1203, 926, 1254, 1945, 913, 56782, 1212, 1228, 2064, 1219, 2019, 905
106, 1225, 912, 1945, 1291, 2019, 905, 904, 2973, 1060, 1204, 3435, 76093
107, 858, 1060, 608, 318, 4226, 111, 50, 1203, 1250, 1213, 905, 1209
108, 922, 2064, 1203, 527, 318, 475, 913, 31658, 912, 1204, 1197, 1291
109, 1172, 1247, 858, 50, 2692, 2064, 7502, 1193, 1203, 1276, 1252, 2858
110, 1172, 2318, 858, 903, 910, 913, 1196, 1291, 2064, 1221, 1276, 2019
111, 994, 1252, 58559, 858, 969, 899, 910, 3462, 1254, 750, 2973, 1221
112, 926, 912, 858, 318, 1276, 1172, 260, 3022, 2762, 969, 899, 4226
113, 1172, 1263, 1287, 1293, 1953, 3671, 47, 50, 222, 223, 235, 265
114, 527, 858, 1221, 1254, 2542, 905, 1207, 1203, 6016, 318, 1276, 2318
115, 1945, 3462, 50, 1203, 2318, 858, 904, 296, 2692, 905, 1252, 1193
116, 56782, 899, 1172, 969, 3022, 1252, 1939, 1254, 908, 1197, 858, 2300
117, 969, 908, 7502, 926, 1221, 4235, 1203, 4886, 922, 910, 50, 899
118, 318, 2858, 1203, 1228, 2318, 912, 4235, 2959, 923, 3462, 2019, 356
119, 951, 1212, 1060, 720, 905, 6016, 898, 4226, 56782, 3462, 5995, 3007
120, 1203, 926, 916, 2692, 4993, 5971, 994, 111, 1276, 7502, 1217, 534
121, 905, 923, 608, 858, 1228, 1252, 6016, 898, 2997, 3468, 4226, 1213
122, 1221, 969, 899, 908, 2501, 1217, 922, 745, 3088, 2690, 2300, 1197
123, 1172, 912, 920, 1288, 953, 318, 922, 2318, 2324, 260, 969, 905
124, 858, 1196, 58559, 1221, 306, 1203, 899, 905, 1254, 953, 260, 926
125, 2692, 1228, 2300, 5971, 2467, 899, 1244, 593, 232, 2871, 7502, 3504
126, 905, 2973, 260, 1228, 50, 1221, 898, 858, 1079, 1198, 1196, 1945
127, 50, 318, 969, 3462, 1276, 908, 1945, 1221, 905, 1228, 1203, 68237
128, 1276, 5995, 81932, 3730, 2132, 899, 1305, 1304, 79132, 1704, 122882, 3735
129, 1217, 318, 969, 858, 745, 1219, 1136, 926, 1228, 2318, 913, 8132
130, 2064, 912, 926, 534, 2300, 111, 994, 905, 3363, 8132, 928, 6787
131, 608, 318, 745, 2019, 2318, 858, 260, 1299, 527, 1254, 1217, 1276
132, 1172, 318, 515, 1212, 3468, 913, 858, 922, 745, 1252, 928, 4226
133, 899, 1023, 1254, 306, 898, 213, 954, 4235, 930, 920, 3677, 307
134, 1228, 922, 903, 3468, 905, 3462, 913, 7502, 1299, 745, 858, 1948
135, 1228, 1945, 858, 905, 1276, 1203, 926, 1952, 1148, 1254, 3462, 296
136, 969, 1221, 3462, 1203, 1254, 905, 1197, 7502, 858, 1276, 4235, 1198
137, 527, 318, 2064, 1704, 79702, 58559, 6787, 5952, 68157, 741, 904, 1948
138, 111, 608, 750, 4878, 3307, 3730, 2359, 913, 1299, 1230, 55820, 1060
139, 260, 296, 912, 608, 5952, 4993, 593, 527, 905, 7153, 6787, 953
140, 2064, 7153, 4993, 7502, 3462, 1254, 899, 968, 1948, 1217, 926, 2542
141, 969, 48516, 2692, 4011, 1945, 1948, 1228, 4427, 608, 5971, 50, 3462
142, 318, 926, 1228, 1172, 7153, 2064, 912, 858, 908, 6016, 3462, 1292
143, 858, 1276, 4226, 3462, 912, 1193, 6016, 1217, 1945, 68157, 8228, 7502
144, 1203, 969, 926, 905, 2064, 3683, 1276, 2542, 194, 1217, 1948, 1299
145, 1172, 1293, 1953, 50, 497, 527, 318, 778, 1197, 2318, 2959, 260
146, 527, 4993, 1250, 7153, 608, 1221, 2318, 3462, 2571, 7502, 912, 2692
147, 318, 858, 1254, 2064, 2318, 1276, 1193, 1221, 750, 908, 2300, 745
148, 858, 50, 608, 318, 908, 923, 1221, 1204, 912, 296, 2692, 750
149, 2542, 1172, 2064, 1217, 527, 1204, 7502, 55820, 954, 912, 922, 1060
150, 6016, 3462, 920, 1948, 1304, 1217, 4235, 1227, 7502, 2920, 1252, 116797
151, 903, 1252, 318, 1217, 912, 926, 1196, 3730, 1291, 2571, 7153, 969
152, 2064, 1221, 858, 175, 905, 1288, 994, 1252, 29, 2019, 1228, 904
153, 527, 318, 913, 1193, 1221, 1945, 750, 923, 593, 260, 2064, 2019
154, 1217, 969, 318, 194, 858, 1299, 1203, 905, 1212, 48516, 898, 1219
155, 296, 4993, 858, 953, 3035, 913, 926, 608, 922, 1254, 5952, 2997
156, 2318, 7153, 2692, 4993, 7502, 926, 1203, 1217, 527, 1197, 1252, 904
157, 913, 318, 1213, 246, 1228, 1193, 1147, 858, 922, 1230, 926, 1252
158, 318, 2542, 1203, 1217, 1172, 3462, 1219, 6016, 1197, 926, 527, 1225
159, 922, 3035, 2064, 905, 899, 926, 750, 2300, 7502, 898, 778, 307
160, 1203, 899, 76093, 3462, 1945, 1939, 8132, 994, 116797, 48516, 1207, 905
161, 7502, 3462, 905, 926, 527, 1203, 1254, 4235, 1193, 1172, 1207, 922
162, 318, 260, 3462, 858, 527, 1210, 1221, 1217, 1203, 7153, 1207, 1060
163, 608, 2959, 2064, 1254, 306, 1193, 6440, 911, 2019, 1060, 31658, 32
164, 858, 1197, 1237, 1252, 1193, 2871, 6016, 48516, 1217, 969, 1228, 50
165, 923, 858, 307, 1213, 1221, 1210, 1193, 908, 7386, 4027, 3983, 39292
166, 1221, 2959, 50, 318, 1254, 905, 4235, 898, 3088, 2064, 1304, 1203
167, 1221, 1293, 318, 31658, 1203, 1060, 858, 2064, 913, 4235, 76093, 969
168, 1221, 858, 527, 1945, 3462, 2959, 3088, 3030, 7153, 1077, 926, 1193
169, 1217, 50, 3310, 318, 969, 1172, 1060, 2359, 2918, 1204, 1203, 898
170, 912, 1228, 858, 1939, 969, 318, 1221, 1204, 1217, 3035, 750, 111
171, 858, 1221, 260, 969, 1276, 6016, 905, 1225, 527, 1217, 318, 1203
172, 926, 905, 1203, 3462, 1304, 3035, 858, 1252, 969, 7153, 6016, 1221
173, 1197, 858, 969, 904, 3088, 1276, 1948, 1228, 3462, 56782, 1361, 4235
174, 318, 2064, 899, 1197, 1948, 969, 1217, 3462, 116797, 7502, 55820, 916
175, 858, 1213, 969, 1221, 1147, 953, 1172, 7502, 926, 994, 3310, 2064
176, 969, 27773, 905, 899, 1217, 926, 2329, 1203, 2690, 858, 56782, 175
177, 2318, 7153, 858, 1198, 2571, 3683, 3035, 4973, 3462, 951, 318, 2467
178, 50, 2318, 913, 3030, 1203, 926, 904, 1276, 1217, 88125, 3468, 953
179, 926, 296, 1254, 1259, 318, 922, 954, 745, 1361, 68157, 750, 904
180, 318, 3462, 858, 1196, 3730, 1252, 2318, 1198, 2064, 1247, 1945, 4235
181, 50, 2318, 858, 913, 2064, 1221, 1148, 1252, 969, 1217, 3435, 905
182, 260, 1207, 1254, 3088, 4993, 318, 1203, 1217, 905, 899, 76093, 6016
183, 6016, 898, 912, 2064, 56782, 31658, 899, 1204, 953, 104913, 1172, 858
184, 608, 1060, 750, 905, 913, 912, 4226, 2019, 1299, 1172, 969, 2858
185, 7502, 5952, 6016, 2019, 1203, 926, 31658, 969, 3035, 1254, 57669, 194
186, 903, 912, 905, 2064, 1945, 926, 296, 899, 1089, 913, 1254, 1203
187, 2019, 904, 86882, 88125, 1304, 2064, 57669, 3200, 1228, 1299, 1243, 68157
188, 2318, 1136, 3683, 858, 904, 905, 7502, 6016, 1276, 2542, 608, 1203
189, 4993, 953, 260, 296, 2289, 7502, 7153, 858, 1219, 1217, 1196, 593
190, 318, 922, 527, 2959, 7502, 969, 926, 1224, 86882, 57669, 905, 7153
191, 608, 527, 969, 2064, 1193, 858, 1217, 4993, 745, 750, 3683, 1228
192, 6016, 1228, 1945, 905, 930, 5971, 2064, 912, 5995, 3683, 904, 2324
193, 7502, 905, 912, 1258, 2959, 1193, 106920, 1945, 590, 2019, 1228, 7153
194, 318, 1304, 1217, 2064, 4011, 922, 1254, 1203, 912, 3462, 899, 3088
195, 3030, 745, 4973, 50, 1148, 2997, 1361, 3730, 750, 1212, 1945, 1617
196, 904, 926, 318, 2064, 7669, 750, 858, 1172, 1254, 969, 912, 4235
197, 3462, 1948, 905, 1361, 920, 6918, 2064, 1228, 527, 1252, 593, 3088
198, 527, 318, 3462, 111, 904, 1207, 926, 296, 1196, 2019, 2318, 745
199, 1089, 1172, 913, 908, 1147, 903, 969, 3083, 1250, 912, 307, 1260
200, 3683, 2318, 55820, 608, 58559, 6016, 306, 7502, 50, 111, 534, 1217
201, 1221, 899, 1203, 2064, 1254, 2318, 7502, 1361, 3462, 4235, 2973, 994
202, 1228, 59315, 912, 1276, 1945, 905, 110, 2028, 904, 750, 994, 2318
203, 1172, 527, 2064, 905, 7502, 904, 1945, 969, 926, 1204, 1060, 31658
204, 926, 318, 858, 3462, 307, 1259, 1221, 608, 750, 2064, 2396, 527
205, 969, 1204, 318, 908, 1217, 2804, 1136, 922, 1948, 134853, 4963, 3070
206, 50, 858, 318, 1221, 3462, 1136, 5971, 1203, 1217, 527, 922, 1276
207, 858, 1299, 7361, 593, 111, 2692, 318, 905, 4226, 88125, 2804, 1719
208, 318, 1254, 260, 858, 50, 608, 969, 1196, 899, 904, 68157, 1945
209, 296, 1254, 1252, 858, 4993, 969, 1228, 905, 913, 2959, 903, 2300
210, 905, 50, 1060, 1203, 913, 3462, 899, 898, 6787, 969, 926, 6016
211, 1172, 318, 1945, 912, 260, 2064, 2959, 903, 904, 1228, 1254, 1704
212, 3462, 735, 1196, 116797, 745, 3310, 1228, 608, 390, 926, 905, 1254
213, 969, 3088, 81845, 905, 1203, 900, 116797, 1225, 40819, 1411, 142488, 994
214, 969, 2318, 1148, 905, 1276, 4993, 1945, 2959, 5952, 1203, 48516, 1228
215, 1252, 318, 6016, 1172, 1228, 2064, 926, 2692, 2959, 905, 308, 923
216, 858, 1203, 7502, 2542, 50, 905, 6016, 1217, 903, 1252, 1228, 296
217, 903, 48516, 920, 926, 1252, 68157, 969, 1217, 1276, 899, 1212, 7153
218, 926, 1147, 3462, 913, 994, 1276, 969, 1203, 296, 2318, 858, 1217
219, 3730, 2973, 1203, 4973, 306, 913, 1276, 1292, 1278, 3022, 904, 4011
220, 534, 318, 1217, 69481, 1952, 919, 905, 1060, 1299, 1172, 2502, 5060
221, 969, 913, 2318, 1252, 50, 1213, 1276, 1196, 1172, 318, 908, 1288
222, 50, 1254, 3462, 318, 306, 858, 1276, 1228, 954, 308, 1960, 2571
223, 926, 1254, 913, 905, 1221, 1228, 4993, 969, 1203, 88125, 953, 5952
224, 858, 908, 6016, 905, 1228, 7502, 2019, 3683, 2959, 534, 969, 1217
225, 318, 7502, 1203, 1207, 527, 50, 2318, 969, 54997, 926, 1704, 1221
226, 1233, 969, 3462, 1304, 2542, 7502, 2329, 1212, 50, 2019, 1254, 48516
227, 745, 3088, 858, 969, 905, 1198, 1945, 318, 48516, 1197, 1196, 3462
228, 1089, 111, 1276, 745, 994, 1228, 3504, 969, 1060, 50, 1218, 858
229, 926, 260, 2542, 1252, 1203, 318, 7502, 1945, 2064, 1223, 2318, 527
230, 858, 2064, 31658, 1221, 1217, 905, 745, 527, 1148, 1945, 1203, 5971
231, 318, 527, 858, 1276, 1217, 4011, 1254, 898, 1172, 3462, 2064, 3037
232, 318, 7153, 2692, 28, 2329, 6539, 8961, 52435, 4886, 2542, 68237, 2690
233, 318, 912, 904, 899, 858, 905, 4878, 2959, 903, 527, 3462, 2019
234, 318, 1945, 2019, 905, 2318, 4973, 912, 3035, 4011, 1244, 7502, 1217
235, 858, 246, 926, 1147, 1203, 1945, 3730, 68157, 31658, 922, 745, 904
236, 858, 6016, 1278, 86882, 1299, 162, 3007, 2064, 55820, 1189, 3468, 2324
237, 953, 903, 858, 904, 923, 1204, 293, 1252, 905, 1217, 308, 3037
238, 31658, 1060, 1228, 905, 1299, 994, 7502, 920, 1303, 922, 1948, 745
239, 2959, 926, 318, 7502, 2542, 5444, 1276, 2804, 5971, 308, 1704, 2318
240, 858, 1254, 1219, 3462, 1203, 1252, 3088, 926, 1172, 1276, 5995, 899
241, 858, 953, 111, 926, 1172, 913, 912, 534, 608, 908, 903, 2064
242, 7153, 1136, 1258, 2019, 745, 1148, 4011, 1199, 1217, 1228, 2973, 3007
243, 858, 926, 1945, 3462, 1203, 6787, 905, 1254, 2973, 2917, 50, 1304
244, 2804, 50, 1197, 899, 3006, 922, 1136, 1204, 905, 3468, 858, 6787
245, 318, 969, 3683, 1175, 1948, 905, 1209, 4427, 86882, 922, 2318, 7502
246, 318, 1945, 260, 905, 1060, 1228, 2064, 1172, 912, 3683, 1207, 899
247, 1198, 318, 1221, 1196, 5952, 858, 7153, 1203, 4993, 1259, 7502, 1228
248, 1172, 2064, 1221, 246, 926, 1203, 1945, 898, 1228, 858, 1148, 1276
249, 1221, 912, 858, 1217, 2019, 899, 904, 318, 7502, 2318, 4226, 3462
250, 926, 1945, 31658, 3462, 912, 905, 1254, 2692, 1250, 7502, 86882, 1136
251, 318, 2318, 858, 1221, 745, 1203, 6016, 1299, 905, 969, 2324, 1276
252, 969, 2467, 1291, 1217, 2064, 1203, 899, 926, 1948, 5618, 7153, 58559
253, 1203, 6016, 86882, 527, 1945, 3362, 1939, 2973, 2064, 2318, 3035, 475
254, 913, 905, 1276, 1204, 858, 1203, 926, 1221, 1172, 2064, 969, 2019
255, 608, 745, 5995, 1247, 50, 4226, 3035, 1252, 1221, 969, 318, 913
256, 48516, 1945, 922, 969, 926, 318, 1223, 1147, 81845, 5444, 56782, 1209
257, 1217, 858, 2324, 7502, 534, 1299, 1641, 5952, 2648, 2329, 1204, 527
258, 969, 318, 50, 908, 1207, 1213, 926, 1203, 1197, 923, 5995, 475
259, 969, 926, 5618, 1172, 2064, 858, 905, 1221, 898, 1060, 1228, 1276
260, 4993, 7153, 5952, 1254, 2973, 1197, 50, 926, 2542, 2467, 1203, 56782
261, 2318, 905, 1228, 59315, 1203, 50068, 2959, 2064, 111, 3468, 296, 904
262, 1196, 994, 745, 1060, 50, 913, 3911, 260, 58559, 1260, 1276, 1147
263, 1203, 1060, 2064, 950, 1945, 7153, 899, 260, 1276, 1254, 50, 926
264, 318, 858, 923, 1221, 750, 246, 969, 1945, 1204, 2064, 1252, 1060
265, 7153, 3310, 260, 926, 1060, 318, 1221, 4993, 4973, 5952, 1288, 68157
266, 1221, 1228, 969, 912, 858, 1148, 1945, 106920, 2019, 1217, 2858, 926
267, 1254, 858, 2064, 1212, 926, 1299, 4235, 5952, 2019, 5971, 953, 969
268, 720, 7502, 5995, 1221, 2973, 1945, 2064, 2289, 951, 106782, 745, 926
269, 318, 527, 608, 858, 1304, 920, 3462, 750, 922, 969, 1193, 1217
270, 318, 7502, 926, 1193, 1252, 969, 1203, 2858, 3462, 1089, 912, 1212
271, 912, 969, 7502, 926, 858, 4973, 1945, 905, 2318, 1221, 6787, 1204
272, 1254, 858, 745, 318, 1212, 5995, 296, 928, 57669, 56782, 1203, 994
273, 920, 1221, 1945, 926, 3462, 1252, 7502, 3035, 1203, 318, 1304, 1948
274, 858, 969, 6016, 926, 527, 3462, 922, 953, 1060, 1304, 318, 905
275, 2064, 2692, 926, 1217, 1254, 1945, 905, 3035, 741, 527, 31658, 318
276, 296, 2858, 1203, 1945, 905, 318, 1252, 858, 1299, 913, 6787, 31658
277, 1217, 905, 2542, 1299, 2692, 1237, 2329, 1204, 2318, 1198, 2019, 1250
278, 318, 858, 3462, 1203, 1221, 1254, 926, 50, 194, 4973, 898, 1060
279, 3462, 1217, 3730, 2318, 6016, 7502, 2542, 1221, 2064, 858, 1254, 1961
280, 2692, 1252, 318, 50, 1233, 858, 527, 750, 6016, 3462, 1945, 969
281, 1254, 534, 1172, 7502, 1221, 954, 2064, 1212, 2599, 745, 318, 2542
282, 134853, 7502, 1217, 1203, 3362, 926, 2289, 68237, 1204, 2467, 56782, 48304
283, 954, 319, 68157, 858, 904, 1258, 31658, 920, 912, 1192, 40629, 2804
284, 318, 50, 260, 1228, 745, 527, 31658, 1217, 296, 4427, 1287, 2501
285, 3462, 1209, 1147, 58559, 1252, 4993, 1945, 1288, 48780, 1233, 923, 1060
286, 318, 905, 1254, 912, 3462, 1704, 2064, 527, 69844, 1217, 3088, 356
287, 1172, 1293, 50, 222, 265, 272, 296, 497, 527, 318, 778, 2318
288, 318, 858, 904, 926, 908, 750, 68157, 7502, 905, 1212, 1217, 903
289, 296, 858, 898, 1172, 905, 912, 926, 306, 106782, 1228, 318, 50
290, 318, 2318, 2959, 913, 745, 1500, 1201, 78499, 926, 1199, 1203, 1217
291, 4973, 593, 745, 1221, 527, 858, 608, 1217, 260, 913, 8132, 922
292, 926, 1252, 899, 1172, 3462, 308, 1203, 1136, 1217, 31658, 4973, 904
293, 969, 2064, 50, 1276, 1304, 318, 916, 1204, 2692, 994, 2542, 1235
294, 5971, 2064, 3007, 475, 1203, 994, 48516, 534, 3088, 1204, 1948, 1228
295, 1945, 1203, 2064, 7502, 1197, 3035, 2542, 916, 905, 233, 926, 1204
296, 318, 2318, 3462, 1147, 1945, 1203, 905, 1276, 527, 81845, 260, 858
297, 318, 912, 926, 1079, 1250, 922, 1939, 57669, 913, 3147, 1945, 1212
298, 1172, 1293, 1953, 2968, 3671, 17, 50, 222, 296, 497, 527, 1197
299, 858, 926, 1060, 1203, 6016, 905, 7502, 913, 1221, 50, 1299, 2064
300, 318, 1254, 50, 2064, 527, 1945, 1193, 745, 1704, 1060, 2019, 1203
301, 1276, 527, 858, 2019, 1207, 111, 2959, 318, 3462, 55820, 2918, 608
302, 318, 7502, 1228, 994, 1276, 913, 1193, 1203, 50, 2692, 2917, 1172
303, 926, 3462, 1203, 1228, 4235, 1945, 912, 905, 1252, 306, 2318, 111
304, 111, 858, 750, 745, 86882, 1252, 4226, 908, 1617, 969, 1212, 1227
305, 926, 1221, 1203, 899, 1212, 3462, 858, 905, 969, 922, 1207, 2973
306, 2318, 1207, 111, 3435, 3462, 3362, 1221, 1939, 1945, 913, 912, 926
307, 926, 899, 3683, 3462, 7502, 1247, 1254, 88125, 1945, 1217, 898, 912
308, 1361, 31658, 2324, 3730, 306, 7502, 308, 1254, 1203, 1210, 926, 899
